Dataset,PublishTime,StartTime,SettlementDate,SettlementPeriod,FuelType,Generation
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTELEC,-1024
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTEW,504
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTFR,-1028
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTIFA2,-1030
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTIRL,400
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTNED,-978
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTNEM,-998
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,INTNSL,1058
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,NPSHYD,413
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,NUCLEAR,4636
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,OCGT,0
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,OIL,0
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,OTHER,105
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,PS,-1444
FUELHH,2022-11-10T02:00:00Z,2022-11-10T01:30:00Z,2022-11-10,4,WIND,13341
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,BIOMASS,2216
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,CCGT,4370
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,COAL,0
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTELEC,-1024
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTEW,504
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTFR,-1028
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTIFA2,-1030
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTIRL,400
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTNED,-976
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTNEM,-996
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,INTNSL,1096
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,NPSHYD,405
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,NUCLEAR,4641
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,OCGT,0
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,OIL,0
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,OTHER,107
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,PS,-1382
FUELHH,2022-11-10T01:30:00Z,2022-11-10T01:00:00Z,2022-11-10,3,WIND,13189
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,BIOMASS,2242
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,CCGT,4389
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,COAL,0
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTELEC,-1024
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTEW,504
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTFR,-1028
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTIFA2,-1028
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTIRL,400
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTNED,-974
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTNEM,-878
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,INTNSL,1096
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,NPSHYD,414
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,NUCLEAR,4639
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,OCGT,0
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,OIL,0
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,OTHER,120
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,PS,-1088
FUELHH,2022-11-10T01:00:00Z,2022-11-10T00:30:00Z,2022-11-10,2,WIND,13127
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,BIOMASS,2222
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,CCGT,4268
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,COAL,0
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTELEC,-1024
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTEW,504
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTFR,-1028
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTIFA2,-1030
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTIRL,400
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTNED,-974
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTNEM,-874
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,INTNSL,1096
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,NPSHYD,425
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,NUCLEAR,4640
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,OCGT,0
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,OIL,0
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,OTHER,105
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,PS,-888
FUELHH,2022-11-10T00:30:00Z,2022-11-10T00:00:00Z,2022-11-10,1,WIND,13108
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,BIOMASS,2161
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,CCGT,4028
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,COAL,0
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTELEC,-1024
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTEW,472
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTFR,-1028
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTIFA2,-1030
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTIRL,400
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTNED,-924
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTNEM,-586
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,INTNSL,1096
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,NPSHYD,452
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,NUCLEAR,4643
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,OCGT,0
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,OIL,0
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,OTHER,118
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,PS,-826
FUELHH,2022-11-10T00:00:00Z,2022-11-09T23:30:00Z,2022-11-09,48,WIND,13229
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,BIOMASS,2104
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,CCGT,4754
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,COAL,0
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTELEC,-1024
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTEW,504
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTFR,-1028
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTIFA2,-1026
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTIRL,400
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTNED,-922
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTNEM,-588
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,INTNSL,1096
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,NPSHYD,465
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,NUCLEAR,4637
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,OCGT,0
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,OIL,0
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,OTHER,145
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,PS,-702
FUELHH,2022-11-09T23:30:00Z,2022-11-09T23:00:00Z,2022-11-09,47,WIND,13686
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,BIOMASS,2032
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,CCGT,6269
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,COAL,0
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTELEC,-1024
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTEW,496
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTFR,-1024
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTIFA2,-980
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTIRL,400
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTNED,-592
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTNEM,-924
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,INTNSL,1096
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,NPSHYD,465
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,NUCLEAR,4634
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,OCGT,0
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,OIL,0
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,OTHER,141
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,PS,-500
FUELHH,2022-11-09T23:00:00Z,2022-11-09T22:30:00Z,2022-11-09,46,WIND,13701
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,BIOMASS,1928
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,CCGT,7606
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,COAL,0
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTELEC,-1020
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTEW,504
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTFR,-1024
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTIFA2,-974
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTIRL,400
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTNED,-572
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTNEM,-928
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,INTNSL,1096
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,NPSHYD,480
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,NUCLEAR,4636
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,OCGT,0
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,OIL,0
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,OTHER,128
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,PS,-414
FUELHH,2022-11-09T22:30:00Z,2022-11-09T22:00:00Z,2022-11-09,45,WIND,13985
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,BIOMASS,1881
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,CCGT,8981
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,COAL,0
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTELEC,-930
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTEW,504
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTFR,-1030
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTIFA2,-928
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTIRL,400
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTNED,-748
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTNEM,-732
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,INTNSL,1096
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,NPSHYD,506
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,NUCLEAR,4636
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,OCGT,0
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,OIL,0
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,OTHER,112
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,PS,-404
FUELHH,2022-11-09T22:00:00Z,2022-11-09T21:30:00Z,2022-11-09,44,WIND,14503
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,BIOMASS,1929
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,CCGT,10060
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,COAL,0
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTELEC,-930
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTEW,486
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTFR,-1030
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTIFA2,-930
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTIRL,400
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTNED,-748
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTNEM,-730
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,INTNSL,1096
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,NPSHYD,530
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,NUCLEAR,4635
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,OCGT,0
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,OIL,0
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,OTHER,186
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,PS,-138
FUELHH,2022-11-09T21:30:00Z,2022-11-09T21:00:00Z,2022-11-09,43,WIND,14622
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,BIOMASS,1878
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,CCGT,11429
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,COAL,189
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTELEC,-1020
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTEW,438
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTFR,-1030
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTIFA2,-1024
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTIRL,400
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTNED,-918
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTNEM,-546
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,INTNSL,1096
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,NPSHYD,531
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,NUCLEAR,4632
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,OCGT,0
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,OIL,0
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,OTHER,190
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,PS,144
FUELHH,2022-11-09T21:00:00Z,2022-11-09T20:30:00Z,2022-11-09,42,WIND,14702
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,BIOMASS,1747
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,CCGT,12681
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,COAL,229
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTELEC,-1024
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTEW,340
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTFR,-1030
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTIFA2,-1028
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTIRL,400
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTNED,-924
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTNEM,-534
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,INTNSL,1096
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,NPSHYD,535
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,NUCLEAR,4631
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,OCGT,0
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,OIL,0
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,OTHER,196
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,PS,256
FUELHH,2022-11-09T20:30:00Z,2022-11-09T20:00:00Z,2022-11-09,41,WIND,14365
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,BIOMASS,1831
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,CCGT,13881
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,COAL,231
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,INTELEC,-1026
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,INTEW,296
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,INTFR,-1032
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,INTIFA2,-1028
FUELHH,2022-11-09T20:00:00Z,2022-11-09T19:30:00Z,2022-11-09,40,INTIRL,400
